// Initial random seed:
1822925819748

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, -0.5, "f", -0.05);
initializeGenomicElementType(1, c(m0, m1), c(0.8, 0.2));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 998 2 0
4002 995 5 0
4003 996 4 0
4004 998 2 0
4005 995 5 0
4006 994 6 0
4007 994 6 0
4008 991 9 0
4009 993 7 0
4010 993 7 0
4011 994 6 0
4012 993 7 0
4013 990 10 0
4014 993 7 0
4015 992 8 0
4016 992 8 0
4017 994 6 0
4018 992 8 0
4019 988 12 0
4020 990 10 0
4021 991 8 1
4022 985 15 0
4023 981 19 0
4024 985 15 0
4025 987 13 0
4026 986 14 0
4027 983 17 0
4028 987 13 0
4029 992 8 0
4030 988 12 0
4031 992 8 0
4032 995 5 0
4033 992 8 0
4034 996 4 0
4035 996 4 0
4036 990 10 0
4037 989 11 0
4038 980 20 0
4039 985 15 0
4040 980 20 0
4041 987 13 0
4042 977 23 0
4043 976 24 0
4044 980 20 0
4045 983 17 0
4046 984 16 0
4047 984 16 0
4048 986 14 0
4049 988 12 0
4050 992 8 0
4051 990 10 0
4052 985 15 0
4053 983 16 1
4054 981 19 0
4055 975 25 0
4056 977 23 0
4057 976 24 0
4058 980 20 0
4059 980 20 0
4060 978 22 0
4061 978 22 0
4062 978 22 0
4063 978 21 1
4064 981 19 0
4065 989 10 1
4066 991 9 0
4067 982 18 0
4068 986 14 0
4069 990 10 0
4070 988 11 1
4071 987 13 0
4072 973 27 0
4073 974 26 0
4074 972 28 0
4075 971 29 0
4076 972 28 0
4077 970 30 0
4078 973 27 0
4079 983 16 1
4080 986 14 0
4081 986 14 0
4082 988 12 0
4083 983 17 0
4084 978 22 0
4085 984 16 0
4086 984 16 0
4087 983 17 0
4088 993 7 0
4089 995 5 0
4090 995 5 0
4091 998 2 0
4092 998 2 0
4093 999 1 0
4094 999 1 0
4095 999 1 0
4096 998 2 0
4097 999 1 0
4098 1000 0 0
