// Initial random seed:
1792251981931

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, 0.5, "f", 0);
initializeGenomicElementType(1, c(m0, m1), c(0.8, 0.2));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 999 1 0
4002 997 3 0
4003 996 4 0
4004 993 7 0
4005 994 6 0
4006 996 4 0
4007 996 4 0
4008 998 2 0
4009 999 1 0
4010 999 1 0
4011 997 3 0
4012 998 2 0
4013 996 4 0
4014 998 2 0
4015 996 4 0
4016 992 8 0
4017 988 12 0
4018 987 13 0
4019 989 11 0
4020 981 19 0
4021 983 17 0
4022 982 18 0
4023 974 26 0
4024 962 38 0
4025 959 39 2
4026 942 57 1
4027 931 66 3
4028 933 65 2
4029 920 78 2
4030 908 90 2
4031 905 90 5
4032 924 73 3
4033 932 66 2
4034 928 71 1
4035 940 60 0
4036 943 57 0
4037 940 59 1
4038 923 75 2
4039 923 75 2
4040 938 62 0
4041 943 56 1
4042 942 58 0
4043 941 58 1
4044 939 58 3
4045 918 79 3
4046 920 78 2
4047 938 62 0
4048 931 69 0
4049 939 60 1
4050 927 71 2
4051 926 74 0
4052 927 71 2
4053 930 70 0
4054 936 63 1
4055 927 71 2
4056 934 64 2
4057 933 65 2
4058 937 63 0
4059 930 68 2
4060 930 69 1
4061 929 71 0
4062 928 71 1
4063 925 75 0
4064 911 89 0
4065 903 97 0
4066 907 91 2
4067 922 76 2
4068 930 69 1
4069 933 65 2
4070 931 68 1
4071 945 54 1
4072 941 57 2
4073 943 57 0
4074 935 64 1
4075 932 66 2
4076 933 67 0
4077 934 65 1
4078 923 74 3
4079 923 74 3
4080 924 75 1
4081 925 74 1
4082 915 82 3
4083 912 83 5
4084 902 96 2
4085 919 75 6
4086 913 86 1
4087 909 87 4
4088 907 90 3
4089 904 96 0
4090 910 88 2
4091 913 86 1
4092 919 77 4
4093 913 86 1
4094 920 78 2
4095 925 75 0
4096 932 66 2
4097 926 73 1
4098 934 66 0
4099 927 70 3
4100 920 78 2
4101 908 90 2
4102 913 86 1
4103 917 82 1
4104 926 72 2
4105 921 77 2
4106 919 81 0
4107 912 87 1
4108 915 81 4
4109 910 87 3
4110 905 94 1
4111 903 94 3
4112 912 85 3
4113 901 98 1
4114 889 111 0
4115 888 109 3
4116 892 106 2
4117 910 87 3
4118 905 93 2
4119 910 89 1
4120 913 82 5
4121 907 91 2
4122 900 98 2
4123 908 88 4
4124 890 109 1
4125 883 115 2
4126 891 104 5
4127 872 124 4
4128 896 102 2
4129 903 96 1
4130 896 101 3
4131 883 114 3
4132 895 102 3
4133 901 92 7
4134 902 94 4
4135 888 107 5
4136 894 101 5
4137 903 95 2
4138 891 106 3
4139 870 126 4
4140 880 117 3
4141 883 110 7
4142 881 117 2
4143 869 128 3
4144 873 123 4
4145 886 113 1
4146 890 107 3
4147 879 120 1
4148 881 115 4
4149 895 100 5
4150 878 119 3
4151 878 113 9
4152 860 138 2
4153 843 151 6
4154 828 164 8
4155 830 165 5
4156 833 161 6
4157 834 161 5
4158 823 166 11
4159 837 152 11
4160 851 142 7
4161 858 135 7
4162 869 127 4
4163 869 126 5
4164 871 125 4
4165 894 105 1
4166 898 100 2
4167 913 87 0
4168 912 86 2
4169 898 100 2
4170 883 116 1
4171 897 100 3
4172 883 116 1
4173 896 104 0
4174 892 106 2
4175 892 105 3
4176 893 105 2
4177 887 112 1
4178 892 103 5
4179 893 103 4
4180 889 107 4
4181 882 114 4
4182 873 123 4
4183 871 122 7
4184 864 134 2
4185 883 113 4
4186 852 142 6
4187 854 141 5
4188 858 139 3
4189 861 137 2
4190 853 142 5
4191 864 131 5
4192 858 138 4
4193 875 122 3
4194 879 114 7
4195 849 140 11
4196 836 160 4
4197 839 152 9
4198 837 159 4
4199 830 164 6
4200 815 179 6
4201 816 180 4
4202 821 169 10
4203 812 176 12
4204 799 191 10
4205 785 197 18
4206 773 215 12
4207 775 212 13
4208 768 213 19
4209 777 203 20
4210 780 198 22
4211 771 213 16
4212 773 219 8
4213 783 202 15
4214 804 187 9
4215 800 190 10
4216 805 185 10
4217 796 194 10
4218 812 178 10
4219 812 177 11
4220 838 153 9
4221 841 152 7
4222 837 156 7
4223 851 145 4
4224 839 152 9
4225 844 146 10
4226 855 133 12
4227 836 156 8
4228 833 157 10
4229 837 154 9
4230 827 171 2
4231 824 170 6
4232 840 157 3
4233 835 162 3
4234 835 155 10
4235 849 146 5
4236 859 131 10
4237 867 131 2
4238 868 128 4
4239 866 128 6
4240 869 129 2
4241 879 118 3
4242 885 113 2
4243 873 118 9
4244 876 114 10
4245 880 120 0
4246 879 117 4
4247 886 108 6
4248 895 102 3
4249 901 97 2
4250 904 94 2
4251 904 94 2
4252 914 86 0
4253 913 84 3
4254 923 76 1
4255 930 67 3
4256 925 74 1
4257 926 71 3
4258 922 76 2
4259 914 85 1
4260 918 80 2
4261 912 86 2
4262 923 75 2
4263 916 82 2
4264 914 84 2
4265 915 84 1
4266 909 89 2
4267 907 93 0
4268 910 89 1
4269 910 89 1
4270 906 94 0
4271 897 102 1
4272 911 87 2
4273 921 77 2
4274 923 75 2
4275 935 63 2
4276 936 64 0
4277 922 77 1
4278 899 98 3
4279 896 99 5
4280 889 108 3
4281 897 97 6
4282 871 124 5
4283 880 117 3
4284 900 99 1
4285 880 118 2
4286 868 127 5
4287 863 132 5
4288 875 122 3
4289 876 119 5
4290 867 128 5
4291 875 118 7
4292 869 126 5
4293 864 130 6
4294 863 135 2
4295 856 133 11
4296 854 141 5
4297 858 141 1
4298 871 125 4
4299 876 121 3
4300 884 113 3
4301 880 118 2
4302 879 118 3
4303 877 116 7
4304 864 133 3
4305 857 136 7
4306 834 161 5
4307 850 144 6
4308 861 128 11
4309 860 137 3
4310 862 135 3
4311 873 123 4
4312 868 127 5
4313 856 135 9
4314 866 129 5
4315 854 137 9
4316 849 150 1
4317 858 139 3
4318 865 129 6
4319 864 132 4
4320 860 133 7
4321 875 121 4
4322 873 125 2
4323 881 114 5
4324 868 129 3
4325 870 126 4
4326 862 134 4
4327 866 126 8
4328 885 108 7
4329 868 129 3
4330 887 111 2
4331 890 108 2
4332 903 93 4
4333 890 106 4
4334 885 112 3
4335 887 109 4
4336 875 121 4
4337 896 102 2
4338 885 111 4
4339 892 106 2
4340 897 102 1
4341 902 95 3
4342 902 95 3
4343 898 97 5
4344 884 116 0
4345 895 104 1
4346 918 80 2
4347 908 89 3
4348 901 97 2
4349 894 104 2
4350 896 103 1
4351 877 119 4
4352 870 123 7
4353 857 141 2
4354 860 133 7
4355 867 129 4
4356 866 130 4
4357 857 140 3
4358 860 140 0
4359 873 122 5
4360 878 121 1
4361 878 117 5
4362 872 126 2
4363 858 137 5
4364 863 133 4
4365 859 135 6
4366 856 141 3
4367 854 143 3
4368 863 133 4
4369 860 131 9
4370 854 142 4
4371 859 134 7
4372 840 152 8
4373 827 165 8
4374 843 151 6
4375 851 140 9
4376 854 138 8
4377 842 148 10
4378 819 177 4
4379 810 180 10
4380 804 183 13
4381 807 182 11
4382 803 183 14
4383 792 200 8
4384 828 161 11
4385 851 142 7
4386 847 147 6
4387 830 168 2
4388 816 181 3
4389 816 178 6
4390 805 186 9
4391 798 194 8
4392 782 207 11
4393 779 206 15
4394 744 244 12
4395 756 222 22
4396 723 255 22
4397 742 229 29
4398 733 242 25
4399 729 256 15
4400 749 234 17
4401 743 241 16
4402 749 241 10
4403 756 218 26
4404 755 233 12
4405 758 224 18
4406 758 228 14
4407 745 239 16
4408 744 238 18
4409 763 223 14
4410 801 185 14
4411 790 202 8
4412 797 188 15
4413 785 205 10
4414 806 188 6
4415 810 174 16
4416 809 176 15
4417 796 193 11
4418 802 189 9
4419 805 190 5
4420 800 186 14
4421 802 184 14
4422 803 188 9
4423 811 179 10
4424 804 189 7
4425 810 184 6
4426 817 173 10
4427 785 208 7
4428 791 193 16
4429 791 194 15
4430 780 203 17
4431 778 211 11
4432 817 170 13
4433 818 175 7
4434 830 164 6
4435 844 146 10
4436 846 141 13
4437 829 160 11
4438 822 161 17
4439 813 174 13
4440 808 181 11
4441 816 174 10
4442 816 179 5
4443 830 164 6
4444 824 170 6
4445 820 176 4
4446 829 162 9
4447 836 156 8
4448 829 164 7
4449 811 182 7
4450 818 175 7
4451 814 176 10
4452 823 169 8
4453 818 174 8
4454 825 170 5
4455 829 163 8
4456 821 177 2
4457 837 156 7
4458 840 147 13
4459 849 142 9
4460 839 156 5
4461 853 138 9
4462 861 132 7
4463 869 129 2
4464 865 130 5
4465 877 120 3
4466 887 109 4
4467 871 125 4
4468 874 120 6
4469 873 123 4
4470 871 126 3
4471 890 106 4
4472 914 84 2
4473 919 78 3
4474 904 94 2
4475 908 90 2
4476 923 76 1
4477 923 73 4
4478 907 92 1
4479 903 95 2
4480 911 89 0
4481 921 78 1
4482 920 79 1
4483 936 61 3
4484 927 73 0
4485 926 73 1
4486 930 69 1
4487 930 70 0
4488 922 77 1
4489 918 80 2
4490 917 80 3
4491 901 99 0
4492 912 85 3
4493 905 90 5
4494 896 102 2
4495 894 104 2
4496 884 111 5
4497 885 111 4
4498 877 122 1
4499 876 119 5
4500 881 118 1
4501 893 101 6
4502 893 105 2
4503 904 95 1
4504 925 72 3
4505 904 95 1
4506 891 106 3
4507 896 99 5
4508 901 98 1
4509 895 104 1
4510 889 106 5
4511 890 108 2
4512 891 104 5
4513 889 109 2
4514 884 115 1
4515 891 105 4
4516 876 123 1
4517 875 121 4
4518 842 151 7
4519 847 144 9
4520 836 162 2
4521 846 145 9
4522 858 137 5
4523 842 154 4
4524 855 137 8
4525 853 142 5
4526 826 168 6
4527 820 171 9
4528 803 193 4
4529 784 207 9
4530 780 208 12
4531 809 178 13
4532 792 197 11
4533 793 194 13
4534 773 213 14
4535 780 203 17
4536 765 224 11
4537 760 223 17
4538 769 212 19
4539 740 238 22
4540 743 233 24
4541 734 248 18
4542 734 246 20
4543 746 238 16
4544 758 225 17
4545 755 228 17
4546 754 230 16
4547 751 234 15
4548 743 233 24
4549 751 232 17
4550 767 212 21
4551 773 211 16
4552 766 220 14
4553 778 209 13
4554 767 222 11
4555 777 207 16
4556 785 195 20
4557 787 203 10
4558 806 179 15
4559 797 191 12
4560 792 200 8
4561 790 189 21
4562 767 223 10
4563 796 185 19
4564 805 187 8
4565 799 192 9
4566 785 200 15
4567 798 190 12
4568 814 167 19
4569 810 178 12
4570 799 190 11
4571 783 211 6
4572 769 220 11
4573 751 236 13
4574 746 242 12
4575 742 238 20
4576 759 225 16
4577 773 209 18
4578 753 232 15
4579 744 244 12
4580 759 222 19
4581 789 200 11
4582 779 202 19
4583 791 198 11
4584 776 213 11
4585 790 199 11
4586 797 195 8
4587 791 201 8
4588 760 222 18
4589 751 232 17
4590 769 219 12
4591 775 212 13
4592 767 211 22
4593 765 217 18
4594 781 207 12
4595 789 201 10
4596 773 214 13
4597 780 206 14
