// Initial random seed:
1688702004927

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, -0.5, "f", -0.05);
initializeGenomicElementType(1, c(m0, m1), c(0, 1));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 998 2 0
4002 999 1 0
4003 999 1 0
4004 997 3 0
4005 996 4 0
4006 995 5 0
4007 996 4 0
4008 993 7 0
4009 994 6 0
4010 993 7 0
4011 992 8 0
4012 988 12 0
4013 982 18 0
4014 980 20 0
4015 978 22 0
4016 975 25 0
4017 982 18 0
4018 985 15 0
4019 975 25 0
4020 981 19 0
4021 979 21 0
4022 981 19 0
4023 976 24 0
4024 981 18 1
4025 987 13 0
4026 985 15 0
4027 984 16 0
4028 985 15 0
4029 985 15 0
4030 988 12 0
4031 993 7 0
4032 995 5 0
4033 996 4 0
4034 998 2 0
4035 999 1 0
4036 999 1 0
4037 998 2 0
4038 997 3 0
4039 991 9 0
4040 987 13 0
4041 985 15 0
4042 978 22 0
4043 982 18 0
4044 980 20 0
4045 981 19 0
4046 982 18 0
4047 983 17 0
4048 983 17 0
4049 967 33 0
4050 969 31 0
4051 980 20 0
4052 977 23 0
4053 983 16 1
4054 981 18 1
4055 979 21 0
4056 976 24 0
4057 971 29 0
4058 965 35 0
4059 958 42 0
4060 962 38 0
4061 966 33 1
4062 970 30 0
4063 964 35 1
4064 966 34 0
4065 967 32 1
4066 978 22 0
4067 979 20 1
4068 983 17 0
4069 984 16 0
4070 986 14 0
4071 985 15 0
4072 986 14 0
4073 983 17 0
4074 986 14 0
4075 984 16 0
4076 987 13 0
4077 986 14 0
4078 981 19 0
4079 980 20 0
4080 978 21 1
4081 967 33 0
4082 969 31 0
4083 968 32 0
4084 965 34 1
4085 966 34 0
4086 962 38 0
4087 959 41 0
4088 953 46 1
4089 949 50 1
4090 944 55 1
4091 954 46 0
4092 951 49 0
4093 950 49 1
4094 950 49 1
4095 948 51 1
4096 958 41 1
4097 957 43 0
4098 953 47 0
4099 960 39 1
4100 967 32 1
4101 956 44 0
4102 958 42 0
4103 954 46 0
4104 971 29 0
4105 977 22 1
4106 983 17 0
4107 979 21 0
4108 980 20 0
4109 983 17 0
4110 984 16 0
4111 986 14 0
4112 985 15 0
4113 983 16 1
4114 976 24 0
4115 971 28 1
4116 970 30 0
4117 972 28 0
4118 974 25 1
4119 968 32 0
4120 961 39 0
4121 952 48 0
4122 954 45 1
4123 958 42 0
4124 959 41 0
4125 963 36 1
4126 960 40 0
4127 952 48 0
4128 962 38 0
4129 962 37 1
4130 959 40 1
4131 964 35 1
4132 971 29 0
4133 963 37 0
4134 972 28 0
4135 978 22 0
4136 982 18 0
4137 985 14 1
4138 984 16 0
4139 980 20 0
4140 984 16 0
4141 982 18 0
4142 979 21 0
4143 976 23 1
4144 975 25 0
4145 973 27 0
4146 974 26 0
4147 965 35 0
4148 962 38 0
4149 969 31 0
4150 970 29 1
4151 975 25 0
4152 974 26 0
4153 988 12 0
4154 984 16 0
4155 977 23 0
4156 977 23 0
4157 974 26 0
4158 973 27 0
4159 969 31 0
4160 978 22 0
4161 980 20 0
4162 981 18 1
4163 978 21 1
4164 977 22 1
4165 974 25 1
4166 974 26 0
4167 972 28 0
4168 972 28 0
4169 974 26 0
4170 981 19 0
4171 979 21 0
4172 985 15 0
4173 980 20 0
4174 988 12 0
4175 994 6 0
4176 994 6 0
4177 995 5 0
4178 995 5 0
4179 992 8 0
4180 996 4 0
4181 995 5 0
4182 998 2 0
4183 1000 0 0
