// Initial random seed:
1688692003795

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, -0.5, "f", -0.05);
initializeGenomicElementType(1, c(m0, m1), c(0, 1));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 996 4 0
4002 996 4 0
4003 993 7 0
4004 997 3 0
4005 997 3 0
4006 998 2 0
4007 997 3 0
4008 997 3 0
4009 997 3 0
4010 998 2 0
4011 997 3 0
4012 997 3 0
4013 997 3 0
4014 996 4 0
4015 996 4 0
4016 994 6 0
4017 994 6 0
4018 994 6 0
4019 991 9 0
4020 990 10 0
4021 994 6 0
4022 991 9 0
4023 996 4 0
4024 995 5 0
4025 994 6 0
4026 996 4 0
4027 988 12 0
4028 986 14 0
4029 984 16 0
4030 987 13 0
4031 989 11 0
4032 993 7 0
4033 992 8 0
4034 986 14 0
4035 982 18 0
4036 985 15 0
4037 990 10 0
4038 989 11 0
4039 985 15 0
4040 980 20 0
4041 986 14 0
4042 980 20 0
4043 978 22 0
4044 973 27 0
4045 976 24 0
4046 977 23 0
4047 972 28 0
4048 962 37 1
4049 955 45 0
4050 956 44 0
4051 960 40 0
4052 971 29 0
4053 965 35 0
4054 962 38 0
4055 960 40 0
4056 964 36 0
4057 972 28 0
4058 977 23 0
4059 980 20 0
4060 983 17 0
4061 983 17 0
4062 986 14 0
4063 983 17 0
4064 988 12 0
4065 987 13 0
4066 980 19 1
4067 973 27 0
4068 973 27 0
4069 971 27 2
4070 979 20 1
4071 973 27 0
4072 975 25 0
4073 980 20 0
4074 983 16 1
4075 981 19 0
4076 980 20 0
4077 977 23 0
4078 984 16 0
4079 984 16 0
4080 981 19 0
4081 978 22 0
4082 981 19 0
4083 978 22 0
4084 978 22 0
4085 972 28 0
4086 961 39 0
4087 954 46 0
4088 947 53 0
4089 944 54 2
4090 951 48 1
4091 947 53 0
4092 935 65 0
4093 957 43 0
4094 965 34 1
4095 967 33 0
4096 968 32 0
4097 969 31 0
4098 971 27 2
4099 961 38 1
4100 965 35 0
4101 965 35 0
4102 958 42 0
4103 964 36 0
4104 962 38 0
4105 958 41 1
4106 959 40 1
4107 959 41 0
4108 950 50 0
4109 940 60 0
4110 940 60 0
4111 945 55 0
4112 944 55 1
4113 949 49 2
4114 942 57 1
4115 938 62 0
4116 937 62 1
4117 943 55 2
4118 930 70 0
4119 938 58 4
4120 925 75 0
4121 924 74 2
4122 917 83 0
4123 930 70 0
4124 922 76 2
4125 916 84 0
4126 915 83 2
4127 908 91 1
4128 918 80 2
4129 915 83 2
4130 920 78 2
4131 931 67 2
4132 933 65 2
4133 934 65 1
4134 933 65 2
4135 932 68 0
4136 940 58 2
4137 935 64 1
4138 936 62 2
4139 954 45 1
4140 947 53 0
4141 951 49 0
4142 948 51 1
4143 941 59 0
4144 933 65 2
4145 924 76 0
4146 920 79 1
4147 916 81 3
4148 926 72 2
4149 934 66 0
4150 942 56 2
4151 945 54 1
4152 942 57 1
4153 939 59 2
4154 939 61 0
4155 939 60 1
4156 944 55 1
4157 945 54 1
4158 942 57 1
4159 947 52 1
4160 953 47 0
4161 951 49 0
4162 954 46 0
4163 953 47 0
4164 965 35 0
4165 970 30 0
4166 977 23 0
4167 981 19 0
4168 977 23 0
4169 974 26 0
4170 977 23 0
4171 973 26 1
4172 974 25 1
4173 980 20 0
4174 976 24 0
4175 976 24 0
4176 982 18 0
4177 980 20 0
4178 980 20 0
4179 987 13 0
4180 993 7 0
4181 989 11 0
4182 986 14 0
4183 990 10 0
4184 996 4 0
4185 996 4 0
4186 997 3 0
4187 997 3 0
4188 999 1 0
4189 999 1 0
4190 999 1 0
4191 997 3 0
4192 1000 0 0
