// Initial random seed:
1673952108495

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, 0.5, "f", 0);
initializeGenomicElementType(1, c(m0, m1), c(0.8, 0.2));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 995 5 0
4002 990 10 0
4003 994 6 0
4004 993 7 0
4005 990 10 0
4006 990 10 0
4007 988 12 0
4008 987 13 0
4009 985 15 0
4010 987 13 0
4011 987 13 0
4012 990 10 0
4013 992 8 0
4014 989 11 0
4015 992 8 0
4016 996 4 0
4017 996 4 0
4018 992 8 0
4019 992 8 0
4020 993 7 0
4021 994 6 0
4022 993 7 0
4023 994 6 0
4024 991 9 0
4025 991 8 1
4026 987 13 0
4027 992 8 0
4028 993 7 0
4029 988 12 0
4030 986 14 0
4031 981 19 0
4032 980 20 0
4033 983 17 0
4034 983 17 0
4035 981 18 1
4036 976 24 0
4037 982 18 0
4038 971 28 1
4039 966 34 0
4040 968 32 0
4041 975 25 0
4042 966 34 0
4043 968 31 1
4044 965 35 0
4045 972 28 0
4046 964 36 0
4047 961 39 0
4048 956 43 1
4049 957 43 0
4050 945 54 1
4051 938 62 0
4052 935 64 1
4053 932 64 4
4054 927 72 1
4055 921 79 0
4056 923 77 0
4057 933 64 3
4058 928 70 2
4059 921 77 2
4060 909 90 1
4061 900 99 1
4062 904 95 1
4063 912 87 1
4064 905 93 2
4065 902 95 3
4066 898 101 1
4067 885 112 3
4068 875 121 4
4069 881 112 7
4070 872 125 3
4071 857 138 5
4072 840 156 4
4073 839 153 8
4074 830 162 8
4075 831 163 6
4076 819 171 10
4077 814 177 9
4078 802 189 9
4079 804 182 14
4080 797 197 6
4081 796 192 12
4082 793 200 7
4083 792 194 14
4084 809 185 6
4085 809 179 12
4086 801 192 7
4087 813 176 11
4088 826 168 6
4089 853 141 6
4090 818 176 6
4091 830 159 11
4092 831 162 7
4093 791 200 9
4094 774 219 7
4095 783 203 14
4096 784 206 10
4097 786 202 12
4098 767 217 16
4099 786 195 19
4100 784 202 14
4101 764 217 19
4102 776 211 13
4103 783 206 11
4104 798 189 13
4105 770 221 9
4106 775 206 19
4107 771 212 17
4108 751 234 15
4109 739 246 15
4110 753 227 20
4111 762 226 12
4112 764 223 13
4113 762 222 16
4114 777 203 20
4115 767 218 15
4116 767 218 15
4117 778 214 8
4118 806 186 8
4119 791 204 5
4120 802 189 9
4121 794 191 15
4122 798 186 16
4123 780 204 16
4124 769 212 19
4125 779 209 12
4126 788 197 15
4127 786 202 12
4128 770 212 18
4129 774 210 16
4130 783 204 13
4131 765 222 13
4132 782 202 16
4133 769 217 14
4134 758 225 17
4135 754 227 19
4136 771 214 15
4137 795 193 12
4138 823 168 9
4139 824 169 7
4140 792 198 10
4141 792 192 16
4142 808 184 8
4143 796 195 9
4144 796 194 10
4145 791 203 6
4146 803 186 11
4147 797 188 15
4148 789 199 12
4149 816 169 15
4150 808 177 15
4151 789 195 16
4152 802 184 14
4153 804 183 13
4154 817 169 14
4155 809 182 9
4156 804 182 14
4157 797 195 8
4158 818 169 13
4159 835 159 6
4160 820 161 19
4161 813 181 6
4162 798 188 14
4163 798 192 10
4164 789 199 12
4165 771 220 9
4166 785 199 16
4167 756 235 9
4168 759 221 20
4169 748 230 22
4170 746 236 18
4171 751 231 18
4172 740 233 27
4173 756 221 23
4174 758 224 18
4175 754 230 16
4176 766 219 15
4177 800 182 18
4178 773 218 9
4179 775 216 9
4180 790 198 12
4181 765 220 15
4182 761 221 18
4183 775 210 15
4184 746 240 14
4185 744 234 22
4186 736 237 27
4187 720 257 23
4188 714 264 22
4189 712 263 25
4190 724 259 17
4191 737 243 20
4192 736 248 16
4193 750 229 21
4194 753 228 19
4195 767 211 22
4196 766 216 18
4197 749 237 14
4198 754 236 10
4199 779 207 14
4200 788 200 12
4201 802 186 12
4202 819 167 14
4203 809 183 8
4204 790 197 13
4205 807 184 9
4206 808 179 13
4207 824 168 8
4208 830 156 14
4209 812 179 9
4210 798 186 16
4211 777 213 10
4212 769 218 13
4213 774 208 18
4214 770 214 16
4215 790 201 9
4216 798 192 10
4217 807 178 15
4218 802 189 9
4219 812 183 5
4220 818 173 9
4221 827 166 7
4222 821 169 10
4223 824 169 7
4224 847 145 8
4225 849 139 12
4226 847 145 8
4227 848 145 7
4228 863 133 4
4229 876 123 1
4230 883 112 5
4231 868 129 3
4232 876 119 5
4233 869 127 4
4234 879 116 5
4235 877 115 8
4236 863 133 4
4237 863 133 4
4238 864 131 5
4239 864 131 5
4240 885 108 7
4241 895 103 2
4242 891 105 4
4243 904 94 2
4244 894 104 2
4245 892 107 1
4246 902 93 5
4247 896 102 2
4248 891 107 2
4249 899 96 5
4250 894 104 2
4251 903 95 2
4252 904 94 2
4253 903 95 2
4254 911 88 1
4255 921 78 1
4256 913 85 2
4257 909 90 1
4258 905 92 3
4259 881 115 4
4260 874 121 5
4261 859 139 2
4262 849 148 3
4263 869 126 5
4264 863 134 3
4265 883 111 6
4266 869 128 3
4267 877 120 3
4268 865 132 3
4269 885 109 6
4270 875 118 7
4271 870 126 4
4272 851 144 5
4273 855 139 6
4274 850 144 6
4275 848 147 5
4276 858 136 6
4277 848 146 6
4278 855 139 6
4279 843 153 4
4280 839 154 7
4281 825 167 8
4282 801 188 11
4283 799 187 14
4284 801 188 11
4285 769 216 15
4286 782 210 8
4287 775 211 14
4288 759 227 14
4289 746 235 19
4290 728 258 14
4291 759 220 21
4292 743 237 20
4293 731 254 15
4294 738 246 16
4295 734 244 22
4296 731 239 30
4297 740 232 28
4298 744 242 14
4299 745 244 11
4300 778 210 12
4301 786 205 9
4302 766 219 15
4303 762 227 11
4304 762 221 17
4305 766 220 14
4306 764 227 9
4307 750 236 14
4308 770 215 15
4309 748 239 13
4310 776 212 12
4311 773 209 18
4312 769 209 22
4313 761 218 21
4314 754 236 10
4315 785 205 10
4316 794 195 11
4317 780 203 17
4318 779 205 16
4319 766 223 11
4320 755 228 17
4321 775 215 10
4322 763 222 15
4323 765 217 18
4324 766 217 17
4325 772 213 15
4326 771 210 19
4327 754 227 19
4328 745 235 20
4329 737 238 25
4330 758 224 18
4331 761 229 10
4332 753 233 14
4333 771 214 15
4334 782 209 9
4335 782 207 11
4336 792 199 9
4337 803 186 11
4338 796 195 9
4339 796 189 15
4340 801 185 14
4341 780 212 8
4342 785 195 20
4343 785 201 14
4344 786 201 13
4345 785 197 18
4346 792 198 10
4347 789 195 16
4348 804 183 13
4349 804 188 8
4350 806 185 9
4351 806 184 10
4352 798 190 12
4353 798 193 9
4354 806 183 11
4355 791 199 10
4356 784 204 12
4357 796 200 4
4358 782 203 15
4359 797 188 15
4360 808 180 12
4361 825 168 7
4362 819 164 17
4363 808 179 13
4364 796 196 8
4365 796 187 17
4366 809 178 13
4367 808 180 12
4368 802 190 8
4369 792 204 4
4370 802 190 8
4371 827 167 6
4372 834 155 11
4373 814 178 8
4374 786 204 10
4375 777 213 10
4376 787 196 17
4377 775 208 17
4378 751 227 22
4379 776 203 21
4380 760 221 19
4381 754 234 12
4382 776 215 9
4383 779 208 13
4384 785 203 12
4385 788 204 8
4386 773 219 8
4387 794 193 13
4388 796 189 15
4389 776 212 12
4390 783 202 15
4391 790 203 7
4392 796 196 8
4393 806 183 11
4394 798 187 15
4395 776 214 10
4396 787 203 10
4397 771 220 9
4398 785 196 19
4399 748 235 17
4400 752 231 17
4401 747 240 13
4402 764 219 17
4403 771 211 18
4404 764 220 16
4405 753 237 10
4406 772 207 21
4407 787 201 12
4408 782 199 19
4409 787 201 12
4410 765 225 10
4411 788 200 12
4412 791 200 9
4413 799 195 6
4414 807 183 10
4415 810 183 7
4416 810 175 15
4417 806 181 13
4418 811 180 9
4419 822 168 10
4420 803 189 8
4421 810 183 7
4422 812 179 9
4423 795 193 12
4424 787 200 13
4425 794 190 16
4426 808 177 15
4427 820 172 8
4428 819 175 6
4429 818 173 9
4430 813 181 6
4431 811 181 8
4432 820 168 12
4433 829 163 8
4434 831 161 8
4435 849 148 3
4436 854 142 4
4437 847 148 5
4438 852 143 5
4439 833 153 14
4440 815 175 10
4441 798 186 16
4442 796 193 11
4443 767 218 15
4444 792 194 14
4445 787 200 13
4446 796 194 10
4447 807 182 11
4448 803 190 7
4449 824 160 16
4450 802 182 16
4451 780 210 10
4452 798 191 11
4453 784 202 14
4454 786 201 13
4455 819 167 14
4456 805 185 10
4457 796 192 12
4458 779 205 16
4459 789 202 9
4460 772 213 15
4461 753 228 19
4462 785 198 17
4463 792 192 16
4464 787 204 9
4465 800 190 10
4466 797 192 11
4467 809 181 10
4468 806 186 8
4469 810 176 14
4470 801 185 14
4471 797 193 10
4472 798 189 13
4473 805 182 13
4474 812 170 18
4475 796 197 7
4476 775 216 9
4477 780 204 16
4478 768 214 18
4479 756 227 17
4480 762 219 19
4481 751 235 14
4482 747 240 13
4483 737 247 16
4484 750 215 35
4485 737 251 12
4486 759 224 17
4487 759 222 19
4488 762 221 17
4489 756 232 12
4490 789 202 9
4491 779 203 18
4492 786 200 14
4493 795 193 12
4494 802 180 18
4495 791 194 15
4496 786 199 15
4497 786 200 14
4498 779 203 18
4499 774 214 12
4500 768 212 20
4501 784 208 8
4502 797 190 13
4503 793 193 14
4504 801 186 13
4505 795 193 12
4506 780 206 14
4507 766 221 13
4508 783 199 18
4509 765 222 13
4510 765 212 23
4511 748 230 22
4512 756 225 19
4513 740 247 13
4514 748 233 19
4515 759 221 20
4516 792 198 10
4517 784 203 13
4518 766 218 16
4519 791 199 10
4520 799 194 7
4521 783 208 9
4522 796 192 12
4523 791 201 8
4524 754 234 12
4525 767 212 21
4526 740 240 20
4527 765 224 11
4528 774 213 13
4529 773 213 14
4530 786 203 11
4531 792 198 10
4532 800 191 9
4533 793 195 12
4534 798 194 8
4535 823 167 10
4536 822 169 9
4537 811 185 4
4538 814 178 8
4539 814 173 13
4540 818 166 16
4541 817 175 8
4542 826 170 4
4543 821 166 13
4544 810 178 12
4545 808 183 9
4546 816 178 6
4547 807 183 10
4548 789 200 11
4549 796 194 10
4550 803 184 13
4551 800 193 7
4552 801 185 14
4553 815 175 10
4554 812 182 6
4555 816 174 10
4556 806 181 13
4557 804 185 11
4558 798 186 16
4559 786 198 16
4560 804 185 11
4561 809 184 7
4562 794 198 8
4563 800 185 15
4564 785 197 18
4565 763 226 11
4566 787 199 14
4567 800 191 9
4568 813 173 14
4569 797 192 11
4570 800 181 19
4571 812 182 6
4572 820 168 12
4573 826 161 13
4574 809 178 13
4575 820 178 2
4576 809 184 7
4577 814 174 12
4578 828 159 13
4579 829 165 6
4580 848 144 8
4581 842 146 12
4582 844 150 6
4583 858 138 4
4584 869 127 4
4585 860 136 4
4586 854 143 3
4587 864 134 2
4588 856 137 7
4589 835 153 12
4590 824 169 7
4591 821 163 16
4592 812 184 4
4593 838 156 6
4594 834 157 9
4595 795 195 10
4596 790 198 12
4597 781 207 12
