// Initial random seed:
1822935820460

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
initializeMutationType(1, 0.5, "f", -0.02);
initializeMutationType(2, -0.5, "f", -0.05);
initializeGenomicElementType(1, c(m0, m1), c(0.8, 0.2));
initializeGenomicElement(g1, 0, 499999);
initializeRecombinationRate(1e-06, 499999);

// Starting run at generation <start>:
1 

generation NN NI II
4000 999 0 1
4001 996 4 0
4002 995 5 0
4003 995 5 0
4004 996 4 0
4005 997 3 0
4006 995 5 0
4007 992 8 0
4008 990 10 0
4009 989 10 1
4010 986 14 0
4011 988 12 0
4012 979 21 0
4013 984 16 0
4014 985 15 0
4015 987 13 0
4016 987 13 0
4017 984 16 0
4018 978 22 0
4019 973 27 0
4020 972 28 0
4021 966 34 0
4022 958 42 0
4023 968 31 1
4024 963 36 1
4025 964 36 0
4026 958 42 0
4027 955 45 0
4028 953 45 2
4029 948 52 0
4030 943 56 1
4031 943 57 0
4032 934 66 0
4033 943 56 1
4034 944 56 0
4035 944 53 3
4036 951 49 0
4037 948 51 1
4038 950 50 0
4039 946 53 1
4040 953 46 1
4041 949 51 0
4042 948 52 0
4043 941 59 0
4044 949 50 1
4045 949 51 0
4046 935 65 0
4047 941 57 2
4048 946 54 0
4049 949 48 3
4050 947 51 2
4051 956 41 3
4052 954 45 1
4053 956 44 0
4054 956 44 0
4055 964 34 2
4056 959 40 1
4057 947 53 0
4058 957 42 1
4059 960 39 1
4060 960 40 0
4061 964 36 0
4062 954 45 1
4063 948 52 0
4064 936 64 0
4065 944 55 1
4066 950 49 1
4067 951 49 0
4068 941 57 2
4069 933 65 2
4070 925 73 2
4071 928 72 0
4072 927 72 1
4073 927 71 2
4074 930 70 0
4075 923 76 1
4076 918 80 2
4077 918 82 0
4078 912 87 1
4079 923 75 2
4080 921 75 4
4081 921 78 1
4082 918 80 2
4083 916 82 2
4084 919 80 1
4085 922 77 1
4086 929 69 2
4087 927 72 1
4088 914 84 2
4089 915 83 2
4090 911 87 2
4091 904 91 5
4092 892 105 3
4093 902 93 5
4094 909 90 1
4095 907 89 4
4096 902 96 2
4097 891 109 0
4098 902 95 3
4099 898 100 2
4100 889 105 6
4101 878 118 4
4102 859 132 9
4103 858 136 6
4104 839 154 7
4105 836 158 6
4106 818 176 6
4107 820 168 12
4108 826 169 5
4109 830 164 6
4110 818 172 10
4111 811 180 9
4112 817 172 11
4113 808 180 12
4114 819 170 11
4115 821 169 10
4116 833 155 12
4117 813 181 6
4118 821 172 7
4119 828 163 9
4120 826 171 3
4121 842 154 4
4122 828 162 10
4123 810 179 11
4124 784 198 18
4125 769 226 5
4126 762 215 23
4127 749 233 18
4128 760 226 14
4129 755 224 21
4130 767 221 12
4131 779 214 7
4132 780 207 13
4133 794 191 15
4134 802 186 12
4135 781 205 14
4136 775 214 11
4137 755 232 13
4138 765 218 17
4139 748 244 8
4140 769 219 12
4141 779 204 17
4142 797 187 16
